Experiment	Population	Treatment	Bottel	Rep	Timepoint	Parameter	Value
GP	GP	Control	GP_C5	5	17	pH	8.03
GP	GP	Copper	GP_Cu1	1	17	pH	8.01
GP	GP	Copper	GP_Cu2	2	17	pH	8.03
GP	GP	Copper	GP_Cu3	3	17	pH	8.04
GP	GP	Copper	GP_Cu4	4	17	pH	8.06
GP	GP	Copper	GP_Cu5	5	17	pH	8.05
GP	RO5AC	Control	RO5AC_GP_C	1	17	pH	8.07
GP	RO5AC	Copper	RO5AC_GP_Cu	1	17	pH	8.03
VG	VG	Control	VG_C1	1	18	pH	7.88
VG	VG	Control	VG_C2	2	18	pH	7.84
VG	VG	Control	VG_C3	3	18	pH	7.85
VG	VG	Control	VG_C4	4	18	pH	7.86
VG	VG	Control	VG_C5	5	18	pH	7.84
VG	VG	Copper	VG_Cu1	1	18	pH	7.85
VG	VG	Copper	VG_Cu2	2	18	pH	7.8
VG	VG	Copper	VG_Cu3	3	18	pH	7.81
VG	VG	Copper	VG_Cu4	4	18	pH	7.81
VG	VG	Copper	VG_Cu5	5	18	pH	7.82
VG	RO5AC	Control	RO5AC_VG_C	2	18	pH	7.82
VG	RO5AC	Copper	RO5AC_VG_Cu	2	18	pH	7.81
GP	GP	Control	GP_C1	1	18	pH	8.11
GP	GP	Control	GP_C2	2	18	pH	8.11
GP	GP	Control	GP_C3	3	18	pH	8.21
GP	GP	Control	GP_C4	4	18	pH	8.19
GP	GP	Control	GP_C5	5	18	pH	8.2
GP	GP	Copper	GP_Cu1	1	18	pH	8
GP	GP	Copper	GP_Cu2	2	18	pH	8.01
GP	GP	Copper	GP_Cu3	3	18	pH	8.03
GP	GP	Copper	GP_Cu4	4	18	pH	8.06
GP	GP	Copper	GP_Cu5	5	18	pH	8.03
GP	RO5AC	Control	RO5AC_GP_C	1	18	pH	8.18
GP	RO5AC	Copper	RO5AC_GP_Cu	1	18	pH	8.08
VG	VG	Control	VG_C1	1	21	pH	8.06
VG	VG	Control	VG_C2	2	21	pH	8.06
VG	VG	Control	VG_C3	3	21	pH	8.05
VG	VG	Control	VG_C4	4	21	pH	8.04
VG	VG	Control	VG_C5	5	21	pH	8.06
VG	VG	Copper	VG_Cu1	1	21	pH	8.03
VG	VG	Copper	VG_Cu2	2	21	pH	8.02
VG	VG	Copper	VG_Cu3	3	21	pH	8.02
VG	VG	Copper	VG_Cu4	4	21	pH	8
VG	VG	Copper	VG_Cu5	5	21	pH	8
VG	RO5AC	Control	RO5AC_VG_C	2	21	pH	8.07
VG	RO5AC	Copper	RO5AC_VG_Cu	2	21	pH	7.76
GP	GP	Control	GP_C1	1	21	pH	8.15
GP	GP	Control	GP_C2	2	21	pH	8.17
GP	GP	Control	GP_C3	3	21	pH	8.25
GP	GP	Control	GP_C4	4	21	pH	8.22
GP	GP	Control	GP_C5	5	21	pH	8.25
GP	GP	Copper	GP_Cu1	1	21	pH	8.04
GP	GP	Copper	GP_Cu2	2	21	pH	8.07
GP	GP	Copper	GP_Cu3	3	21	pH	8.09
GP	GP	Copper	GP_Cu4	4	21	pH	8.09
GP	GP	Copper	GP_Cu5	5	21	pH	8.07
GP	RO5AC	Control	RO5AC_GP_C	1	21	pH	8.53
GP	RO5AC	Copper	RO5AC_GP_Cu	1	21	pH	8.11
VG	VG	Control	VG_C1	1	24	pH	7.97
VG	VG	Control	VG_C2	2	24	pH	7.94
VG	VG	Control	VG_C3	3	24	pH	7.93
VG	VG	Control	VG_C4	4	24	pH	7.99
VG	VG	Control	VG_C5	5	24	pH	7.98
VG	VG	Copper	VG_Cu1	1	24	pH	7.96
VG	VG	Copper	VG_Cu2	2	24	pH	7.93
VG	VG	Copper	VG_Cu3	3	24	pH	7.95
VG	VG	Copper	VG_Cu4	4	24	pH	7.95
VG	VG	Copper	VG_Cu5	5	24	pH	7.96
VG	RO5AC	Control	RO5AC_VG_C	2	24	pH	7.95
VG	RO5AC	Copper	RO5AC_VG_Cu	2	24	pH	7.94
GP	GP	Control	GP_C1	1	24	pH	7.93
GP	GP	Control	GP_C2	2	24	pH	7.94
GP	GP	Control	GP_C3	3	24	pH	7.99
GP	GP	Control	GP_C4	4	24	pH	7.99
GP	GP	Control	GP_C5	5	24	pH	8
GP	GP	Copper	GP_Cu1	1	24	pH	7.86
GP	GP	Copper	GP_Cu2	2	24	pH	7.9
GP	GP	Copper	GP_Cu3	3	24	pH	7.92
GP	GP	Copper	GP_Cu4	4	24	pH	8.01
GP	GP	Copper	GP_Cu5	5	24	pH	7.97
GP	RO5AC	Control	RO5AC_GP_C	1	24	pH	7.79
GP	RO5AC	Copper	RO5AC_GP_Cu	1	24	pH	8
VG	VG	Control	VG_C1	1	27	pH	7.93
VG	VG	Control	VG_C2	2	27	pH	7.93
VG	VG	Control	VG_C3	3	27	pH	7.93
VG	VG	Control	VG_C4	4	27	pH	7.94
VG	VG	Control	VG_C5	5	27	pH	7.94
VG	VG	Copper	VG_Cu1	1	27	pH	7.95
VG	VG	Copper	VG_Cu2	2	27	pH	7.92
VG	VG	Copper	VG_Cu3	3	27	pH	7.93
VG	VG	Copper	VG_Cu4	4	27	pH	7.93
VG	VG	Copper	VG_Cu5	5	27	pH	7.93
VG	RO5AC	Control	RO5AC_VG_C	2	27	pH	7.93
VG	RO5AC	Copper	RO5AC_VG_Cu	2	27	pH	7.92
GP	GP	Control	GP_C1	1	27	pH	7.86
GP	GP	Control	GP_C2	2	27	pH	7.87
GP	GP	Control	GP_C3	3	27	pH	7.9
GP	GP	Control	GP_C4	4	27	pH	7.92
GP	GP	Control	GP_C5	5	27	pH	7.93
GP	GP	Copper	GP_Cu1	1	27	pH	7.94
GP	GP	Copper	GP_Cu2	2	27	pH	7.87
GP	GP	Copper	GP_Cu3	3	27	pH	7.88
GP	GP	Copper	GP_Cu4	4	27	pH	7.87
GP	GP	Copper	GP_Cu5	5	27	pH	7.9
GP	RO5AC	Control	RO5AC_GP_C	1	27	pH	7.89
GP	RO5AC	Copper	RO5AC_GP_Cu	1	27	pH	7.93
VG	VG	Control	VG_C1	1	30	pH	8.02
VG	VG	Control	VG_C2	2	30	pH	8.03
VG	VG	Control	VG_C3	3	30	pH	8.07
VG	VG	Control	VG_C4	4	30	pH	8.05
VG	VG	Control	VG_C5	5	30	pH	8.05
VG	VG	Copper	VG_Cu1	1	30	pH	8.03
VG	VG	Copper	VG_Cu2	2	30	pH	7.98
VG	VG	Copper	VG_Cu3	3	30	pH	7.95
VG	VG	Copper	VG_Cu4	4	30	pH	8.01
VG	VG	Copper	VG_Cu5	5	30	pH	7.99
VG	RO5AC	Control	RO5AC_VG_C	2	30	pH	7.96
VG	RO5AC	Copper	RO5AC_VG_Cu	2	30	pH	7.97
GP	GP	Control	GP_C1	1	30	pH	7.86
GP	GP	Control	GP_C2	2	30	pH	7.94
GP	GP	Control	GP_C3	3	30	pH	7.94
GP	GP	Control	GP_C4	4	30	pH	7.98
GP	GP	Control	GP_C5	5	30	pH	7.9
GP	GP	Copper	GP_Cu1	1	30	pH	7.95
GP	GP	Copper	GP_Cu2	2	30	pH	7.98
GP	GP	Copper	GP_Cu3	3	30	pH	8
GP	GP	Copper	GP_Cu4	4	30	pH	7.91
GP	GP	Copper	GP_Cu5	5	30	pH	7.99
GP	RO5AC	Control	RO5AC_GP_C	1	30	pH	7.99
GP	RO5AC	Copper	RO5AC_GP_Cu	1	30	pH	8.05
VG	VG	Control	VG_C1	1	31	pH	7.81
VG	VG	Control	VG_C2	2	31	pH	7.81
VG	VG	Control	VG_C3	3	31	pH	7.81
VG	VG	Control	VG_C4	4	31	pH	7.81
VG	VG	Control	VG_C5	5	31	pH	7.8
VG	VG	Copper	VG_Cu1	1	31	pH	7.79
VG	VG	Copper	VG_Cu2	2	31	pH	7.78
VG	VG	Copper	VG_Cu3	3	31	pH	7.8
VG	VG	Copper	VG_Cu4	4	31	pH	7.79
VG	VG	Copper	VG_Cu5	5	31	pH	7.79
VG	RO5AC	Control	RO5AC_VG_C	2	31	pH	7.79
VG	RO5AC	Copper	RO5AC_VG_Cu	2	31	pH	7.78
GP	GP	Control	GP_C1	1	31	pH	7.89
GP	GP	Control	GP_C2	2	31	pH	7.92
GP	GP	Control	GP_C3	3	31	pH	7.95
GP	GP	Control	GP_C4	4	31	pH	7.96
GP	GP	Control	GP_C5	5	31	pH	7.96
GP	GP	Copper	GP_Cu1	1	31	pH	7.83
GP	GP	Copper	GP_Cu2	2	31	pH	7.93
GP	GP	Copper	GP_Cu3	3	31	pH	7.93
GP	GP	Copper	GP_Cu4	4	31	pH	7.94
GP	GP	Copper	GP_Cu5	5	31	pH	7.94
GP	RO5AC	Control	RO5AC_GP_C	1	31	pH	7.96
GP	RO5AC	Copper	RO5AC_GP_Cu	1	31	pH	7.93
VG	VG	Control	VG_C1	1	32	pH	7.98
VG	VG	Control	VG_C2	2	32	pH	7.99
VG	VG	Control	VG_C3	3	32	pH	8
VG	VG	Control	VG_C4	4	32	pH	8.01
VG	VG	Control	VG_C5	5	32	pH	8.02
VG	VG	Copper	VG_Cu1	1	32	pH	7.96
VG	VG	Copper	VG_Cu2	2	32	pH	7.98
VG	VG	Copper	VG_Cu3	3	32	pH	8.01
VG	VG	Copper	VG_Cu4	4	32	pH	8.02
VG	VG	Copper	VG_Cu5	5	32	pH	8.01
VG	RO5AC	Control	RO5AC_VG_C	2	32	pH	8.01
VG	RO5AC	Copper	RO5AC_VG_Cu	2	32	pH	8.01
GP	GP	Control	GP_C1	1	32	pH	7.94
GP	GP	Control	GP_C2	2	32	pH	7.97
GP	GP	Control	GP_C3	3	32	pH	7.99
GP	GP	Control	GP_C4	4	32	pH	8
GP	GP	Control	GP_C5	5	32	pH	8
GP	GP	Copper	GP_Cu1	1	32	pH	7.91
GP	GP	Copper	GP_Cu2	2	32	pH	7.95
GP	GP	Copper	GP_Cu3	3	32	pH	7.98
GP	GP	Copper	GP_Cu4	4	32	pH	7.98
GP	GP	Copper	GP_Cu5	5	32	pH	8
GP	RO5AC	Control	RO5AC_GP_C	1	32	pH	8.01
GP	RO5AC	Copper	RO5AC_GP_Cu	1	32	pH	8.02
VG	VG	Control	VG_C1	1	33	pH	8.01
VG	VG	Control	VG_C2	2	33	pH	7.99
VG	VG	Control	VG_C3	3	33	pH	8.03
VG	VG	Control	VG_C4	4	33	pH	8.04
VG	VG	Control	VG_C5	5	33	pH	8.06
VG	VG	Copper	VG_Cu1	1	33	pH	8
VG	VG	Copper	VG_Cu2	2	33	pH	8
VG	VG	Copper	VG_Cu3	3	33	pH	8.06
VG	VG	Copper	VG_Cu4	4	33	pH	8.06
VG	VG	Copper	VG_Cu5	5	33	pH	8.04
VG	RO5AC	Control	RO5AC_VG_C	2	33	pH	8.02
VG	RO5AC	Copper	RO5AC_VG_Cu	2	33	pH	8.04
GP	GP	Control	GP_C1	1	33	pH	7.93
GP	GP	Control	GP_C2	2	33	pH	8.01
GP	GP	Control	GP_C3	3	33	pH	8.05
GP	GP	Control	GP_C4	4	33	pH	8.05
GP	GP	Control	GP_C5	5	33	pH	8.03
GP	GP	Copper	GP_Cu1	1	33	pH	8.04
GP	GP	Copper	GP_Cu2	2	33	pH	7.95
GP	GP	Copper	GP_Cu3	3	33	pH	8.02
GP	GP	Copper	GP_Cu4	4	33	pH	8
GP	GP	Copper	GP_Cu5	5	33	pH	8.02
GP	RO5AC	Control	RO5AC_GP_C	1	33	pH	8
GP	RO5AC	Copper	RO5AC_GP_Cu	1	33	pH	8
VG	VG	Control	VG_C1	1	36	pH	8.2
VG	VG	Control	VG_C2	2	36	pH	8.03
VG	VG	Control	VG_C3	3	36	pH	8.03
VG	VG	Control	VG_C4	4	36	pH	8
VG	VG	Control	VG_C5	5	36	pH	8.04
VG	VG	Copper	VG_Cu1	1	36	pH	8.03
VG	VG	Copper	VG_Cu2	2	36	pH	8.03
VG	VG	Copper	VG_Cu3	3	36	pH	8.06
VG	VG	Copper	VG_Cu4	4	36	pH	8.28
VG	VG	Copper	VG_Cu5	5	36	pH	8.2
VG	RO5AC	Control	RO5AC_VG_C	2	36	pH	8.1
VG	RO5AC	Copper	RO5AC_VG_Cu	2	36	pH	8.03
GP	GP	Control	GP_C1	1	36	pH	8.1
GP	GP	Control	GP_C2	2	36	pH	8.16
GP	GP	Control	GP_C3	3	36	pH	8.02
GP	GP	Control	GP_C4	4	36	pH	8.19
GP	GP	Control	GP_C5	5	36	pH	8.11
GP	GP	Copper	GP_Cu1	1	36	pH	8.19
GP	GP	Copper	GP_Cu2	2	36	pH	8.2
GP	GP	Copper	GP_Cu3	3	36	pH	6.8
GP	GP	Copper	GP_Cu4	4	36	pH	7.91
GP	GP	Copper	GP_Cu5	5	36	pH	7.9
GP	RO5AC	Control	RO5AC_GP_C	1	36	pH	7.94
GP	RO5AC	Copper	RO5AC_GP_Cu	1	36	pH	8.04
VG	VG	Control	VG_C1	1	39	pH	7.97
VG	VG	Control	VG_C2	2	39	pH	7.95
VG	VG	Control	VG_C3	3	39	pH	7.94
VG	VG	Control	VG_C4	4	39	pH	7.96
VG	VG	Control	VG_C5	5	39	pH	7.98
VG	VG	Copper	VG_Cu1	1	39	pH	7.96
VG	VG	Copper	VG_Cu2	2	39	pH	8.03
VG	VG	Copper	VG_Cu3	3	39	pH	8.08
VG	VG	Copper	VG_Cu4	4	39	pH	8.05
VG	VG	Copper	VG_Cu5	5	39	pH	8.03
VG	RO5AC	Control	RO5AC_VG_C	2	39	pH	7.96
VG	RO5AC	Copper	RO5AC_VG_Cu	2	39	pH	7.98
GP	GP	Control	GP_C1	1	39	pH	7.98
GP	GP	Control	GP_C2	2	39	pH	7.82
GP	GP	Control	GP_C3	3	39	pH	7.91
GP	GP	Control	GP_C4	4	39	pH	7.89
GP	GP	Control	GP_C5	5	39	pH	8.02
GP	GP	Copper	GP_Cu1	1	39	pH	8.01
GP	GP	Copper	GP_Cu2	2	39	pH	7.48
GP	GP	Copper	GP_Cu3	3	39	pH	7.89
GP	GP	Copper	GP_Cu4	4	39	pH	7.95
GP	GP	Copper	GP_Cu5	5	39	pH	7.98
GP	RO5AC	Control	RO5AC_GP_C	1	39	pH	7.96
GP	RO5AC	Copper	RO5AC_GP_Cu	1	39	pH	7.96
VG	VG	Control	VG_C1	1	42	pH	8.03
VG	VG	Control	VG_C2	2	42	pH	8.03
VG	VG	Control	VG_C3	3	42	pH	8.05
VG	VG	Control	VG_C4	4	42	pH	8.07
VG	VG	Control	VG_C5	5	42	pH	8.07
VG	VG	Copper	VG_Cu1	1	42	pH	8.03
VG	VG	Copper	VG_Cu2	2	42	pH	8.06
VG	VG	Copper	VG_Cu3	3	42	pH	8.15
VG	VG	Copper	VG_Cu4	4	42	pH	8.12
VG	VG	Copper	VG_Cu5	5	42	pH	8.08
VG	RO5AC	Control	RO5AC_VG_C	2	42	pH	8.05
VG	RO5AC	Copper	RO5AC_VG_Cu	2	42	pH	8.07
GP	GP	Control	GP_C1	1	42	pH	7.75
GP	GP	Control	GP_C2	2	42	pH	8.01
GP	GP	Control	GP_C3	3	42	pH	8.08
GP	GP	Control	GP_C4	4	42	pH	8.08
GP	GP	Control	GP_C5	5	42	pH	8.07
GP	GP	Copper	GP_Cu1	1	42	pH	8.08
GP	GP	Copper	GP_Cu2	2	42	pH	7.96
GP	GP	Copper	GP_Cu3	3	42	pH	8.04
GP	GP	Copper	GP_Cu4	4	42	pH	8.05
GP	GP	Copper	GP_Cu5	5	42	pH	8.06
GP	RO5AC	Control	RO5AC_GP_C	1	42	pH	8.06
GP	RO5AC	Copper	RO5AC_GP_Cu	1	42	pH	8.06
